feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,CD1a_pmol,CD1b_pmol,CD1c_pmol,CD1d_pmol
PE 18:1;0_24:0;0,PE,GPL,MEM,42,1,0,2.28515005111694,NA,4.69028997421265,8.516989708
PE 20:1;0_22:0;0,PE,GPL,MEM,42,1,0,0.0777129977941513,NA,NA,0.039188702
PE 18:0;0_24:2;0,PE,GPL,MEM,42,2,0,0.384629994630814,NA,NA,0.243282005
PE 18:1;0_24:1;0,PE,GPL,MEM,42,2,0,3.03162002563477,NA,NA,7.342339993
PE 18:2;0_24:0;0,PE,GPL,MEM,42,2,0,NA,NA,NA,0.941016972
PE 20:1;0_22:1;0,PE,GPL,MEM,42,2,0,0.344323009252548,NA,NA,0.264214009
PE 18:1;0_24:2;0,PE,GPL,MEM,42,3,0,0.690648019313812,NA,NA,1.20114994
PE 18:2;0_24:1;0,PE,GPL,MEM,42,3,0,0.0113158002495766,NA,NA,0.089423403
PE 20:1;0_22:2;0,PE,GPL,MEM,42,3,0,0.0201821997761726,NA,NA,0.065231897
PE 20:2;0_22:1;0,PE,GPL,MEM,42,3,0,0.00726837012916803,NA,NA,NA
PE 20:1;0_24:1;0,PE,GPL,MEM,44,2,0,0.846817970275879,NA,NA,3.858409882
PE 24:0;0_24:0;0,PE,GPL,MEM,48,0,0,NA,NA,NA,NA
PE 24:1;0_24:1;0,PE,GPL,MEM,48,2,0,NA,NA,NA,NA
PE O-16:0;0/14:0;0,PE O-,GPL,MEM,30,0,0,NA,NA,NA,NA
PE O-17:0;0/13:0;0,PE O-,GPL,MEM,30,0,0,NA,NA,NA,NA
PE O-16:1;0/14:0;0,PE O-,GPL,MEM,30,1,0,1.18083000183105,0.252801001,5.7611198425293,1.085299969
PE O-16:1;0/14:1;0,PE O-,GPL,MEM,30,2,0,NA,NA,1.53490996360779,NA
PE O-16:1;0/15:0;0,PE O-,GPL,MEM,31,1,0,NA,0.091222502,2.30310010910034,1.157739997
PE O-17:1;0/14:0;0,PE O-,GPL,MEM,31,1,0,NA,0.0169247,0.356777995824814,0.105501004
PE O-18:1;0/13:0;0,PE O-,GPL,MEM,31,1,0,NA,0.0117021,0.0848544016480446,0.103528999
PE O-16:1;0/15:1;0,PE O-,GPL,MEM,31,2,0,NA,NA,NA,NA
PE O-16:0;0/16:1;0,PE O-,GPL,MEM,32,1,0,1.55949997901917,0.140047997,6.09877014160156,0.869152009
PE O-16:1;0/16:0;0,PE O-,GPL,MEM,32,1,0,NA,0.155913994,3.90630006790161,0.550489008
PE O-17:1;0/15:0;0,PE O-,GPL,MEM,32,1,0,0.0688574016094208,0.029568,0.331651985645294,0.229592994
PE O-18:0;0/14:1;0,PE O-,GPL,MEM,32,1,0,NA,NA,NA,NA
PE O-18:1;0/14:0;0,PE O-,GPL,MEM,32,1,0,0.0672777965664864,0.019200999,0.858600974082947,0.159401
PE O-16:1;0/16:1;0,PE O-,GPL,MEM,32,2,0,41.7071990966797,3.866889954,188.828994750977,27.57690048
PE O-18:1;0/14:1;0,PE O-,GPL,MEM,32,2,0,0.0359728001058102,0.00512092,NA,0.115154997
PE O-18:2;0/14:0;0,PE O-,GPL,MEM,32,2,0,0.0995320975780487,0.022295401,0.851149022579193,0.21449300600000001
PE O-16:1;0/16:2;0,PE O-,GPL,MEM,32,3,0,6.84626007080078,0.115290001,13.5431003570557,0.410133004
PE O-16:2;0/16:1;0,PE O-,GPL,MEM,32,3,0,8.09023952484131,0.180849999,21.3062000274658,0.557101011
PE O-18:2;0/14:1;0,PE O-,GPL,MEM,32,3,0,0.90030300617218,NA,NA,0.164740995
PE O-16:0;0/17:1;0,PE O-,GPL,MEM,33,1,0,0.0243024006485939,0.00700255,0.101975999772549,0.032712702
PE O-16:1;0/17:0;0,PE O-,GPL,MEM,33,1,0,0.223662003874779,0.045738701,0.90081000328064,0.314332992
PE O-17:0;0/16:1;0,PE O-,GPL,MEM,33,1,0,1.10232996940613,0.188810006,4.1909499168396,1.187029958
PE O-17:1;0/16:0;0,PE O-,GPL,MEM,33,1,0,0.403910011053085,0.079960503,1.56067001819611,0.456306994
PE O-18:1;0/15:0;0,PE O-,GPL,MEM,33,1,0,0.0383857004344463,0.017177099,0.237633004784584,0.235242993
PE O-16:1;0/17:1;0,PE O-,GPL,MEM,33,2,0,2.62579989433289,0.297410011,9.54366970062256,1.791919947
PE O-16:2;0/17:0;0,PE O-,GPL,MEM,33,2,0,NA,NA,NA,NA
PE O-17:1;0/16:1;0,PE O-,GPL,MEM,33,2,0,3.0581998825073202,0.480527997,9.34189033508301,2.936300039
PE O-17:2;0/16:0;0,PE O-,GPL,MEM,33,2,0,0.234070003032684,0.143856004,0.543256998062134,0.332955986
PE O-18:1;0/15:1;0,PE O-,GPL,MEM,33,2,0,NA,NA,NA,0.039926998
PE O-18:2;0/15:0;0,PE O-,GPL,MEM,33,2,0,0.179168999195099,0.034108602,0.839980006217957,0.734430015
PE O-16:0;0/18:1;0,PE O-,GPL,MEM,34,1,0,2.55020999908447,0.137507007,4.29157018661499,0.514984012
PE O-17:0;0/17:1;0,PE O-,GPL,MEM,34,1,0,0.195576995611191,0.050872799,0.608380973339081,0.139451995
PE O-17:1;0/17:0;0,PE O-,GPL,MEM,34,1,0,0.139743998646736,0.031903401,0.37491700053215,0.116442002
PE O-18:0;0/16:1;0,PE O-,GPL,MEM,34,1,0,0.645344018936157,0.096626401,3.08713006973267,0.565312982
PE O-18:1;0/16:0;0,PE O-,GPL,MEM,34,1,0,0.228336006402969,0.065918498,1.35372996330261,0.193790004
PE O-16:0;0/18:2;0,PE O-,GPL,MEM,34,2,0,0.193235993385315,0.0217668,NA,0.098395102
PE O-16:1;0/18:1;0,PE O-,GPL,MEM,34,2,0,148.307006835938,7.70277977,304.136993408203,28.02260017
PE O-16:2;0/18:0;0,PE O-,GPL,MEM,34,2,0,NA,0.0580833,0.362325996160507,0.160697997
PE O-17:1;0/17:1;0,PE O-,GPL,MEM,34,2,0,0.696401000022888,0.158649996,1.18315005302429,0.603805006
PE O-18:1;0/16:1;0,PE O-,GPL,MEM,34,2,0,16.8031005859375,1.810979962,61.6999015808105,11.14249992
PE O-18:2;0/16:0;0,PE O-,GPL,MEM,34,2,0,1.05581998825073,0.184718996,5.61365985870361,1.347270012
PE O-16:1;0/18:2;0,PE O-,GPL,MEM,34,3,0,5.70262002944946,0.339464992,9.2632999420166,1.346709967
PE O-16:2;0/18:1;0,PE O-,GPL,MEM,34,3,0,2.45163011550903,0.081497297,2.55341005325317,0.346653998
PE O-18:1;0/16:2;0,PE O-,GPL,MEM,34,3,0,0.178880006074905,NA,0.287838995456696,0.081222303
PE O-18:2;0/16:1;0,PE O-,GPL,MEM,34,3,0,24.8714008331299,2.178950071,58.0726013183594,18.26819992
PE O-16:1;0/18:3;0,PE O-,GPL,MEM,34,4,0,0.591446995735168,NA,NA,NA
PE O-18:2;0/16:2;0,PE O-,GPL,MEM,34,4,0,0.62098902463913,NA,NA,NA
PE O-16:0;0/19:1;0,PE O-,GPL,MEM,35,1,0,NA,NA,NA,NA
PE O-17:0;0/18:1;0,PE O-,GPL,MEM,35,1,0,NA,0.121955,2.66602993011475,0.653033972
PE O-17:1;0/18:0;0,PE O-,GPL,MEM,35,1,0,NA,0.0205981,0.346358001232147,0.104304999
PE O-18:0;0/17:1;0,PE O-,GPL,MEM,35,1,0,NA,0.002598,0.0338312983512878,0.017896
PE O-18:1;0/17:0;0,PE O-,GPL,MEM,35,1,0,NA,0.0080693,0.0944788977503777,0.051030699
PE O-16:1;0/19:1;0,PE O-,GPL,MEM,35,2,0,0.152693003416061,0.0243575,0.391189008951187,0.041754
PE O-17:0;0/18:2;0,PE O-,GPL,MEM,35,2,0,0.143241003155708,0.0227884,0.383780002593994,0.105122998
PE O-17:1;0/18:1;0,PE O-,GPL,MEM,35,2,0,11.2065000534058,1.058390021,17.5788993835449,5.164420128
PE O-17:2;0/18:0;0,PE O-,GPL,MEM,35,2,0,0.0291648004204035,0.046051901,NA,0.0840616
PE O-18:1;0/17:1;0,PE O-,GPL,MEM,35,2,0,0.291330009698868,0.093468599,1.21398997306824,0.399408996
PE O-18:2;0/17:0;0,PE O-,GPL,MEM,35,2,0,0.13570499420166,0.056235299,0.704663991928101,0.454073995
PE O-16:1;0/19:2;0,PE O-,GPL,MEM,35,3,0,0.140511006116867,0.0248379,NA,0.032368202
PE O-17:1;0/18:2;0,PE O-,GPL,MEM,35,3,0,0.453321009874344,0.059626199,0.646264016628265,0.296162993
PE O-17:2;0/18:1;0,PE O-,GPL,MEM,35,3,0,0.750167012214661,0.064326704,0.950043022632599,0.210773006
PE O-18:2;0/17:1;0,PE O-,GPL,MEM,35,3,0,1.42732000350952,0.250652999,3.1727499961853,1.737679958
PE O-16:0;0/20:1;0,PE O-,GPL,MEM,36,1,0,0.399004995822906,0.016096,0.563982009887695,0.051609799
PE O-17:0;0/19:1;0,PE O-,GPL,MEM,36,1,0,0.0322749987244606,NA,NA,0.00608174
PE O-17:1;0/19:0;0,PE O-,GPL,MEM,36,1,0,0.015956100076437,0.00290496,NA,0.00916893
PE O-18:0;0/18:1;0,PE O-,GPL,MEM,36,1,0,2.54542994499207,0.150902003,5.29890012741089,0.745078981
PE O-16:0;0/20:2;0,PE O-,GPL,MEM,36,2,0,0.420331001281738,0.0256625,0.267066985368729,0.057705201
PE O-16:1;0/20:1;0,PE O-,GPL,MEM,36,2,0,14.5306997299194,0.913304985,22.2276992797852,2.078670025
PE O-16:2;0/20:0;0,PE O-,GPL,MEM,36,2,0,NA,NA,NA,0.026018601
PE O-17:1;0/19:1;0,PE O-,GPL,MEM,36,2,0,0.281417012214661,0.0268532,NA,0.121472999
PE O-18:0;0/18:2;0,PE O-,GPL,MEM,36,2,0,0.221229001879692,0.017119501,NA,0.344069988
PE O-18:1;0/18:1;0,PE O-,GPL,MEM,36,2,0,42.7975997924805,2.531419992,68.7590026855469,8.631030083
PE O-16:0;0/20:3;0,PE O-,GPL,MEM,36,3,0,0.121496997773647,NA,NA,NA
PE O-16:1;0/20:2;0,PE O-,GPL,MEM,36,3,0,5.52288007736206,0.352712005,6.12860012054443,0.738523006
PE O-16:2;0/20:1;0,PE O-,GPL,MEM,36,3,0,0.195161998271942,NA,NA,0.037914898
PE O-18:1;0/18:2;0,PE O-,GPL,MEM,36,3,0,2.20245003700256,0.162283003,2.60994005203247,0.843008995
PE O-18:2;0/18:1;0,PE O-,GPL,MEM,36,3,0,97.5913009643555,4.929850101,104.924003601074,20.55260086
PE O-16:1;0/20:3;0,PE O-,GPL,MEM,36,4,0,3.08061003684998,0.204027995,2.16671991348267,0.26236999
PE O-16:2;0/20:2;0,PE O-,GPL,MEM,36,4,0,0.135916993021965,NA,NA,NA
PE O-18:1;0/18:3;0,PE O-,GPL,MEM,36,4,0,0.174217998981476,NA,NA,NA
PE O-18:2;0/18:2;0,PE O-,GPL,MEM,36,4,0,3.42451000213623,0.244181007,3.28543996810913,0.977250993
PE O-16:1;0/21:1;0,PE O-,GPL,MEM,37,2,0,NA,NA,NA,NA
PE O-17:0;0/20:2;0,PE O-,GPL,MEM,37,2,0,0.147229999303818,0.026375201,0.420242011547089,0.046906602
PE O-17:1;0/20:1;0,PE O-,GPL,MEM,37,2,0,0.723671972751617,0.217775002,2.92362999916077,0.68384999
PE O-18:1;0/19:1;0,PE O-,GPL,MEM,37,2,0,0.0595319010317326,0.022960501,NA,NA
PE O-16:1;0/21:2;0,PE O-,GPL,MEM,37,3,0,NA,NA,NA,NA
PE O-17:0;0/20:3;0,PE O-,GPL,MEM,37,3,0,0.301503002643585,NA,NA,NA
PE O-17:1;0/20:2;0,PE O-,GPL,MEM,37,3,0,0.561284005641937,0.0966333,NA,NA
PE O-17:2;0/20:1;0,PE O-,GPL,MEM,37,3,0,0.0548004992306232,NA,NA,NA
PE O-18:1;0/19:2;0,PE O-,GPL,MEM,37,3,0,0.0613364018499851,NA,NA,NA
PE O-18:2;0/19:1;0,PE O-,GPL,MEM,37,3,0,0.198722004890442,0.0408548,NA,NA
PE O-16:0;0/22:1;0,PE O-,GPL,MEM,38,1,0,0.652661979198456,NA,1.21774005889893,NA
PE O-17:1;0/21:0;0,PE O-,GPL,MEM,38,1,0,NA,NA,NA,NA
PE O-18:0;0/20:1;0,PE O-,GPL,MEM,38,1,0,2.63165998458862,NA,4.36919021606445,NA
PE O-16:0;0/22:2;0,PE O-,GPL,MEM,38,2,0,0.188640996813774,NA,0.366046011447906,0.090939
PE O-16:1;0/22:1;0,PE O-,GPL,MEM,38,2,0,2.62502002716064,0.180549994,3.68626999855042,0.892022014
PE O-17:1;0/21:1;0,PE O-,GPL,MEM,38,2,0,NA,NA,NA,NA
PE O-18:0;0/20:2;0,PE O-,GPL,MEM,38,2,0,0.483621001243591,0.016088899,0.197144001722336,0.132385999
PE O-18:1;0/20:1;0,PE O-,GPL,MEM,38,2,0,6.74858999252319,0.358498007,4.46935987472534,1.050189972
PE O-18:2;0/20:0;0,PE O-,GPL,MEM,38,2,0,NA,NA,NA,NA
PE O-16:0;0/22:3;0,PE O-,GPL,MEM,38,3,0,NA,NA,NA,NA
PE O-16:1;0/22:2;0,PE O-,GPL,MEM,38,3,0,2.82454991340637,0.255502999,8.36172008514404,1.818120003
PE O-16:2;0/22:1;0,PE O-,GPL,MEM,38,3,0,0.0756966024637222,NA,NA,NA
PE O-18:0;0/20:3;0,PE O-,GPL,MEM,38,3,0,0.27708300948143,NA,NA,NA
PE O-18:1;0/20:2;0,PE O-,GPL,MEM,38,3,0,2.85932993888855,0.142517,1.85897994041443,0.853689015
PE O-18:2;0/20:1;0,PE O-,GPL,MEM,38,3,0,6.58894014358521,0.440178007,6.51132011413574,2.480730057
PE O-16:1;0/22:3;0,PE O-,GPL,MEM,38,4,0,0.684188008308411,0.064484201,1.05342996120453,0.214855
PE O-18:1;0/20:3;0,PE O-,GPL,MEM,38,4,0,1.53322005271912,0.0888303,0.55246102809906,0.184364006
PE O-18:2;0/20:2;0,PE O-,GPL,MEM,38,4,0,2.92754006385803,0.158893004,1.17850995063782,0.375339001
PE O-18:2;0/20:3;0,PE O-,GPL,MEM,38,5,0,1.77891004085541,NA,NA,NA
PE O-16:0;0/24:1;0,PE O-,GPL,MEM,40,1,0,0.154598996043205,NA,NA,NA
PE O-16:1;0/24:0;0,PE O-,GPL,MEM,40,1,0,NA,NA,3.1049599647522,NA
PE O-17:0;0/23:1;0,PE O-,GPL,MEM,40,1,0,NA,NA,NA,NA
PE O-18:0;0/22:1;0,PE O-,GPL,MEM,40,1,0,0.713518023490906,NA,NA,NA
PE O-16:1;0/24:1;0,PE O-,GPL,MEM,40,2,0,0.354860007762909,NA,NA,0.671971977
PE O-16:2;0/24:0;0,PE O-,GPL,MEM,40,2,0,0.11795099824667,NA,NA,NA
PE O-18:0;0/22:2;0,PE O-,GPL,MEM,40,2,0,0.223186001181602,NA,NA,NA
PE O-18:1;0/22:1;0,PE O-,GPL,MEM,40,2,0,1.4688800573349,NA,NA,1.692960024
PE O-16:1;0/24:2;0,PE O-,GPL,MEM,40,3,0,0.854745984077454,NA,1.6931699514389,6.451640129
PE O-16:2;0/24:1;0,PE O-,GPL,MEM,40,3,0,0.225920006632805,NA,NA,NA
PE O-18:1;0/22:2;0,PE O-,GPL,MEM,40,3,0,3.09180998802185,0.166976005,3.93218994140625,4.491630077
PE O-18:2;0/22:1;0,PE O-,GPL,MEM,40,3,0,2.55131006240845,0.110427,3.45182991027832,2.924190044
PE O-16:1;0/24:3;0,PE O-,GPL,MEM,40,4,0,0.209641993045807,NA,NA,NA
PE O-18:1;0/22:3;0,PE O-,GPL,MEM,40,4,0,0.39291900396347,NA,NA,NA
PE O-18:2;0/22:2;0,PE O-,GPL,MEM,40,4,0,0.883078992366791,NA,NA,NA
PE O-18:1;0/24:2;0,PE O-,GPL,MEM,42,3,0,1.0495799779892,NA,NA,8.75387001
PE O-18:2;0/24:1;0,PE O-,GPL,MEM,42,3,0,2.4985499382019,NA,NA,NA
PG 14:0;0_18:1;0,PG,GPL,MEM,32,1,0,NA,NA,NA,NA
PG 14:1;0_18:0;0,PG,GPL,MEM,32,1,0,NA,NA,NA,NA
PG 16:0;0_16:1;0,PG,GPL,MEM,32,1,0,NA,NA,NA,NA
PG 14:1;0_18:1;0,PG,GPL,MEM,32,2,0,NA,NA,NA,NA
PG 16:1;0_16:1;0,PG,GPL,MEM,32,2,0,NA,NA,NA,NA
PG 15:0;0_18:1;0,PG,GPL,MEM,33,1,0,NA,NA,NA,NA
PG 16:0;0_17:1;0,PG,GPL,MEM,33,1,0,NA,NA,NA,NA
PG 16:1;0_17:0;0,PG,GPL,MEM,33,1,0,NA,NA,NA,NA
PG 16:0;0_18:0;0,PG,GPL,MEM,34,0,0,34.6631011962891,5.596389771,27.5494995117188,6.122409821
PG 14:0;0_20:1;0,PG,GPL,MEM,34,1,0,5.15254020690918,NA,NA,NA
PG 16:0;0_18:1;0,PG,GPL,MEM,34,1,0,62.4248008728027,3.889039993,NA,NA
PG 16:1;0_18:0;0,PG,GPL,MEM,34,1,0,NA,3.346199989,NA,NA
PG 16:0;0_18:2;0,PG,GPL,MEM,34,2,0,NA,NA,NA,1.385920048
PG 16:1;0_18:1;0,PG,GPL,MEM,34,2,0,63.7201995849609,NA,NA,4.806769848
PG 17:1;0_17:1;0,PG,GPL,MEM,34,2,0,NA,NA,NA,0.088260598
PG 15:0;0_20:1;0,PG,GPL,MEM,35,1,0,NA,NA,NA,NA
PG 16:0;0_19:1;0,PG,GPL,MEM,35,1,0,NA,NA,NA,NA
PG 17:0;0_18:1;0,PG,GPL,MEM,35,1,0,NA,NA,NA,NA
PG 17:1;0_18:0;0,PG,GPL,MEM,35,1,0,NA,NA,NA,NA
PG 16:1;0_19:1;0,PG,GPL,MEM,35,2,0,NA,NA,NA,NA
PG 17:1;0_18:1;0,PG,GPL,MEM,35,2,0,NA,NA,NA,NA
PG 16:0;0_20:1;0,PG,GPL,MEM,36,1,0,28.6140003204346,NA,NA,NA
PG 18:0;0_18:1;0,PG,GPL,MEM,36,1,0,65.2818984985352,NA,NA,NA
PG 16:0;0_20:2;0,PG,GPL,MEM,36,2,0,NA,NA,NA,NA
PG 16:1;0_20:1;0,PG,GPL,MEM,36,2,0,NA,NA,NA,NA
PG 18:0;0_18:2;0,PG,GPL,MEM,36,2,0,NA,NA,NA,NA
PG 18:1;0_18:1;0,PG,GPL,MEM,36,2,0,NA,4.251110077,NA,NA
PG 16:0;0_20:3;0,PG,GPL,MEM,36,3,0,NA,NA,NA,NA
PG 16:1;0_20:2;0,PG,GPL,MEM,36,3,0,NA,NA,NA,NA
PG 18:1;0_18:2;0,PG,GPL,MEM,36,3,0,NA,NA,NA,NA
PG 16:1;0_22:2;0,PG,GPL,MEM,38,3,0,NA,NA,NA,NA
PG 18:0;0_20:3;0,PG,GPL,MEM,38,3,0,NA,NA,NA,NA
PG 18:1;0_20:2;0,PG,GPL,MEM,38,3,0,NA,NA,NA,NA
PG 16:1;0_22:3;0,PG,GPL,MEM,38,4,0,NA,NA,NA,NA
PG 18:1;0_20:3;0,PG,GPL,MEM,38,4,0,NA,NA,NA,NA
PG 18:2;0_20:2;0,PG,GPL,MEM,38,4,0,NA,NA,NA,NA
PG 17:0;0_24:0;0,PG,GPL,MEM,41,0,0,NA,NA,NA,NA
PI 13:0;0_18:0;0,PI,GPL,MEM,31,0,0,NA,NA,NA,NA
PI 14:0;0_17:0;0,PI,GPL,MEM,31,0,0,NA,NA,NA,NA
PI 15:0;0_16:0;0,PI,GPL,MEM,31,0,0,NA,NA,NA,NA
PI 14:0;0_18:0;0,PI,GPL,MEM,32,0,0,NA,NA,NA,NA
PI 15:0;0_17:0;0,PI,GPL,MEM,32,0,0,NA,NA,NA,4.853069782
PI 14:0;0_18:1;0,PI,GPL,MEM,32,1,0,NA,NA,NA,NA
PI 14:1;0_18:0;0,PI,GPL,MEM,32,1,0,NA,NA,NA,NA
PI 15:0;0_17:1;0,PI,GPL,MEM,32,1,0,NA,NA,NA,NA
PI 16:0;0_16:1;0,PI,GPL,MEM,32,1,0,NA,NA,37.5247993469238,NA
PI 15:0;0_18:0;0,PI,GPL,MEM,33,0,0,NA,NA,NA,NA
PI 16:0;0_17:0;0,PI,GPL,MEM,33,0,0,NA,NA,11.8850002288818,NA
PI 15:0;0_18:1;0,PI,GPL,MEM,33,1,0,NA,NA,NA,NA
PI 16:0;0_17:1;0,PI,GPL,MEM,33,1,0,NA,NA,NA,NA
PI 16:1;0_17:0;0,PI,GPL,MEM,33,1,0,NA,NA,NA,NA
PI 14:0;0_20:1;0,PI,GPL,MEM,34,1,0,NA,NA,NA,NA
PI 16:0;0_18:1;0,PI,GPL,MEM,34,1,0,117.986000061035,NA,332.688995361328,31.2656002
PI 16:1;0_18:0;0,PI,GPL,MEM,34,1,0,23.6581001281738,NA,38.8897018432617,7.996819973
PI 17:0;0_17:1;0,PI,GPL,MEM,34,1,0,NA,NA,NA,0.696543992
PI 16:0;0_18:2;0,PI,GPL,MEM,34,2,0,6.84720993041992,NA,13.086199760437,NA
PI 16:1;0_18:1;0,PI,GPL,MEM,34,2,0,38.4509010314941,NA,30.479700088501,NA
PI 17:1;0_17:1;0,PI,GPL,MEM,34,2,0,NA,NA,NA,NA
PI 16:0;0_19:1;0,PI,GPL,MEM,35,1,0,13.1654996871948,NA,NA,NA
PI 17:0;0_18:1;0,PI,GPL,MEM,35,1,0,11.4460000991821,NA,39.988899230957,NA
PI 17:1;0_18:0;0,PI,GPL,MEM,35,1,0,NA,NA,NA,NA
PI 16:0;0_19:2;0,PI,GPL,MEM,35,2,0,NA,NA,NA,NA
PI 17:0;0_18:2;0,PI,GPL,MEM,35,2,0,NA,NA,NA,NA
PI 17:1;0_18:1;0,PI,GPL,MEM,35,2,0,12.2468996047974,NA,11.4736995697021,NA
PI 16:0;0_20:1;0,PI,GPL,MEM,36,1,0,23.4867000579834,NA,13.5496997833252,3.071049929
PI 18:0;0_18:1;0,PI,GPL,MEM,36,1,0,358.390014648438,NA,302.442993164062,27.01429939
PI 16:0;0_20:2;0,PI,GPL,MEM,36,2,0,36.0779991149902,NA,16.0142002105713,6.199450016
PI 16:1;0_20:1;0,PI,GPL,MEM,36,2,0,5.47122001647949,NA,3.5581998825073202,1.465630054
PI 18:0;0_18:2;0,PI,GPL,MEM,36,2,0,39.6198997497559,NA,27.2644996643066,7.771049976
PI 18:1;0_18:1;0,PI,GPL,MEM,36,2,0,473.082000732422,NA,214.27799987793,93.20320129
PI 16:0;0_20:3;0,PI,GPL,MEM,36,3,0,10.8760995864868,NA,6.05055999755859,3.399600029
PI 16:1;0_20:2;0,PI,GPL,MEM,36,3,0,1.90013003349304,NA,NA,NA
PI 18:0;0_18:3;0,PI,GPL,MEM,36,3,0,NA,NA,NA,NA
PI 18:1;0_18:2;0,PI,GPL,MEM,36,3,0,34.6789016723633,NA,13.7440004348755,7.922850132
PI 17:0;0_20:1;0,PI,GPL,MEM,37,1,0,NA,NA,NA,NA
PI 18:0;0_19:1;0,PI,GPL,MEM,37,1,0,NA,NA,NA,NA
PI 18:1;0_19:0;0,PI,GPL,MEM,37,1,0,NA,NA,NA,NA
PI 17:0;0_20:2;0,PI,GPL,MEM,37,2,0,4.08665990829468,NA,NA,NA
PI 17:1;0_20:1;0,PI,GPL,MEM,37,2,0,NA,NA,NA,NA
PI 18:0;0_19:2;0,PI,GPL,MEM,37,2,0,10.2321996688843,NA,NA,NA
PI 18:1;0_19:1;0,PI,GPL,MEM,37,2,0,11.2019996643066,NA,NA,NA
PI 17:0;0_20:3;0,PI,GPL,MEM,37,3,0,NA,NA,NA,NA
PI 17:1;0_20:2;0,PI,GPL,MEM,37,3,0,NA,NA,NA,NA
PI 18:0;0_19:3;0,PI,GPL,MEM,37,3,0,NA,NA,NA,NA
PI 18:1;0_19:2;0,PI,GPL,MEM,37,3,0,10.9568004608154,NA,NA,NA
PI 16:0;0_22:1;0,PI,GPL,MEM,38,1,0,NA,NA,NA,NA
PI 18:0;0_20:1;0,PI,GPL,MEM,38,1,0,21.5231990814209,NA,NA,NA
PI 18:1;0_20:0;0,PI,GPL,MEM,38,1,0,NA,NA,NA,NA
PI 16:0;0_22:2;0,PI,GPL,MEM,38,2,0,4.23061990737915,NA,NA,NA
PI 18:0;0_20:2;0,PI,GPL,MEM,38,2,0,142.481994628906,NA,24.3663005828857,8.481089592
PI 18:1;0_20:1;0,PI,GPL,MEM,38,2,0,89.8237991333008,NA,15.4120998382568,6.077260017
PI 18:0;0_20:3;0,PI,GPL,MEM,38,3,0,94.6875991821289,NA,NA,NA
PI 18:1;0_20:2;0,PI,GPL,MEM,38,3,0,136.561996459961,NA,NA,NA
PI 18:2;0_20:1;0,PI,GPL,MEM,38,3,0,2.73923993110657,NA,NA,NA
PI 18:1;0_20:3;0,PI,GPL,MEM,38,4,0,64.4055023193359,NA,NA,NA
PI 18:2;0_20:2;0,PI,GPL,MEM,38,4,0,NA,NA,NA,NA
PI 18:0;0_22:3;0,PI,GPL,MEM,40,3,0,NA,NA,NA,NA
PI 18:1;0_22:2;0,PI,GPL,MEM,40,3,0,NA,NA,NA,NA
PI 20:1;0_20:2;0,PI,GPL,MEM,40,3,0,NA,NA,NA,NA
PI 18:1;0_22:3;0,PI,GPL,MEM,40,4,0,NA,NA,NA,NA
PI 20:1;0_20:3;0,PI,GPL,MEM,40,4,0,NA,NA,NA,NA
PI 20:2;0_20:2;0,PI,GPL,MEM,40,4,0,NA,NA,NA,NA
PS 14:0;0_17:0;0,PS,GPL,MEM,31,0,0,NA,NA,NA,NA
PS 14:0;0_18:1;0,PS,GPL,MEM,32,1,0,NA,NA,NA,NA
PS 16:0;0_16:1;0,PS,GPL,MEM,32,1,0,NA,NA,41.9785995483398,NA
PS 15:0;0_18:0;0,PS,GPL,MEM,33,0,0,NA,NA,NA,NA
PS 16:0;0_17:0;0,PS,GPL,MEM,33,0,0,NA,NA,NA,NA
PS 15:0;0_18:1;0,PS,GPL,MEM,33,1,0,14.7453002929688,NA,NA,NA
PS 16:0;0_17:1;0,PS,GPL,MEM,33,1,0,NA,NA,12.5057001113892,NA
PS 16:1;0_17:0;0,PS,GPL,MEM,33,1,0,NA,NA,28.224100112915,NA
PS 16:1;0_17:1;0,PS,GPL,MEM,33,2,0,NA,NA,NA,NA
PS 16:0;0_18:0;0,PS,GPL,MEM,34,0,0,12.5500001907349,NA,58.9748992919922,4.684189796
PS 16:0;0_18:1;0,PS,GPL,MEM,34,1,0,94.9804992675781,NA,214.785003662109,12.48120022
PS 16:1;0_18:0;0,PS,GPL,MEM,34,1,0,135.606002807617,NA,191.824996948242,11.88199997
PS 17:0;0_17:1;0,PS,GPL,MEM,34,1,0,3.08677005767822,NA,NA,1.517490029
PS 16:0;0_18:2;0,PS,GPL,MEM,34,2,0,NA,NA,NA,NA
PS 16:1;0_18:1;0,PS,GPL,MEM,34,2,0,37.11669921875,NA,NA,NA
PS 17:1;0_17:1;0,PS,GPL,MEM,34,2,0,NA,NA,NA,NA
PS 17:0;0_18:0;0,PS,GPL,MEM,35,0,0,NA,NA,NA,NA
PS 16:1;0_19:0;0,PS,GPL,MEM,35,1,0,NA,NA,NA,NA
PS 17:0;0_18:1;0,PS,GPL,MEM,35,1,0,27.9918994903564,NA,77.8706970214844,NA
PS 17:1;0_18:0;0,PS,GPL,MEM,35,1,0,3.31069993972778,NA,17.56369972229,NA
PS 17:0;0_18:2;0,PS,GPL,MEM,35,2,0,NA,NA,NA,NA
PS 17:1;0_18:1;0,PS,GPL,MEM,35,2,0,NA,NA,NA,NA
PS 16:0;0_20:1;0,PS,GPL,MEM,36,1,0,NA,NA,NA,NA
